1, 162, 224.185, 1
2, 198, 309.712, 0.999995
3, 207, 426.035, 0.920514
4, 176, 578.821, 0.939072
5, 333, 776.051, 0.899581
6, 313, 1021.01, 0.868007
7, 393, 1312.21, 0.786477
8, 405, 1652.63, 0.700269
9, 488, 2024.01, 0.602203
10, 583, 2412.74, 0.551024
11, 722, 2803.18, 0.523289
12, 855, 3170.6, 0.542877
13, 1100, 3487.47, 0.56817
14, 1417, 3743.52, 0.591583
15, 2449, 3963.47, 0.612653
16, 3984, 4169.67, 0.631702
17, 6316, 4402.45, 0.649001
18, 6833, 4644.63, 0.663682
19, 7574, 4888.4, 0.643589
20, 8830, 5156.68, 0.606189
21, 9626, 5506.79, 0.420377
22, 11687, 5873.43, 0.180499
23, 14830, 6303.56, 0.110506
24, 15226, 6733.24, 0.095899
25, 14672, 7184.41, 0.105327
26, 9921, 7439.83, 0.114851
27, 9064, 7481.55, 0.124436
28, 8275, 7316.05, 0.134051
29, 8734, 7007.02, 0.143669
30, 7491, 6566.07, 0.153268
31, 5380, 6013.26, 0.162827
32, 3886, 5395.98, 0.172262
33, 2749, 4757.28, 0.175147
34, 1720, 4120.88, 0.168933
35, 1231, 3525.47, 0.170721
36, 1134, 2968.1, 0.173851
37, 947, 2476.39, 0.176743
38, 753, 2042.89, 0.181781
39, 664, 1673.92, 0.186899
40, 506, 1359.9, 0.191451
41, 404, 1102.23, 0.195982
42, 321, 890.159, 0.201213
43, 254, 716.831, 0.207666
44, 203, 575.527, 0.215098
45, 213, 461.086, 0.222549
46, 170, 368.996, 0.229938
47, 184, 294.903, 0.237243
48, 183, 235.784, 0.244462
49, 201, 188.389, 0.251592
50, 141, 150.484, 0.258632
51, 178, 120.285, 0.265582
52, 240, 96.138, 0.272355
