1, 1.82881, 0.482885
2, 1.81426, 0.480678
3, 1.78488, 0.477133
4, 1.75498, 0.472691
5, 1.70902, 0.468151
6, 1.66581, 0.462162
7, 1.61002, 0.459532
8, 1.57776, 0.459117
9, 1.52787, 0.458469
10, 1.49639, 0.447442
11, 1.46756, 0.434648
12, 1.42024, 0.4433
13, 1.33862, 0.432352
14, 1.32124, 0.428406
15, 1.31672, 0.426946
16, 1.34386, 0.427445
17, 1.3672, 0.427734
18, 1.40053, 0.426663
19, 1.46125, 0.426942
20, 1.54142, 0.423835
21, 1.69393, 0.420545
22, 1.75767, 0.430717
23, 1.95467, 0.429947
24, 2.00307, 0.420194
25, 2.07492, 0.410405
26, 2.0886, 0.397738
27, 2.1004, 0.396416
28, 2.11546, 0.395144
29, 2.11848, 0.39567
30, 2.09899, 0.396486
31, 2.07164, 0.397521
32, 2.05156, 0.398531
33, 2.02035, 0.400191
34, 1.98096, 0.399545
35, 1.95613, 0.400537
36, 1.97291, 0.402592
37, 1.96359, 0.399465
38, 1.9517, 0.40216
39, 1.93746, 0.399013
40, 1.92131, 0.400608
41, 1.9244, 0.398934
42, 1.92557, 0.39926
43, 1.91822, 0.39957
44, 1.89912, 0.399263
45, 1.88165, 0.399945
46, 1.87736, 0.399391
47, 1.87253, 0.400001
48, 1.87167, 0.400856
49, 1.86825, 0.400783
50, 1.86288, 0.400752
51, 1.86299, 0.40103
52, 1.86669, 0.401109
