0, 1.507334, 0.000000, 0.367949, 0.000000, 0.000000
1, 1.856181, 0.036464, 0.487957, 0.002285, 0.789562
2, 2.111995, 0.043772, 0.576948, 0.003420, 0.255109
3, 1.507927, 0.000000, 0.276519, 0.000000, 0.000000
4, 2.158830, 0.045282, 0.273862, 0.000761, 0.000054
5, 1.519252, 0.022830, 0.294423, 0.000838, 0.002677
6, 1.435419, 0.008752, 0.281607, 0.000637, 0.000197
7, 1.928669, 0.020724, 0.415201, 0.000897, 0.005731
8, 1.819337, 0.033160, 0.430095, 0.001786, 0.247210
9, 1.773469, 0.033148, 0.451747, 0.002011, 0.244334
10, 1.794778, 0.030694, 0.426926, 0.001845, 0.295982
11, 1.718053, 0.028155, 0.474627, 0.002234, 0.355376
12, 1.966544, 0.037089, 0.481258, 0.002381, 0.257619
13, 1.987207, 0.027263, 0.461181, 0.000930, 0.000000
14, 2.219744, 0.046681, 0.492907, 0.002372, 0.094878
15, 1.919080, 0.037834, 0.351062, 0.001248, 0.009747
16, 1.517960, 0.023369, 0.361342, 0.001250, 0.187692
17, 1.664924, 0.027744, 0.475119, 0.002288, 0.224445
18, 1.869375, 0.036575, 0.471792, 0.002290, 0.482001
19, 1.792908, 0.033091, 0.417261, 0.001797, 0.126234
20, 1.733472, 0.029365, 0.440008, 0.001957, 0.292835
21, 1.856652, 0.035409, 0.485867, 0.002358, 0.342326
22, 1.844680, 0.032436, 0.453758, 0.002111, 0.081512
23, 1.832811, 0.035622, 0.450937, 0.002025, 0.179535
24, 1.751863, 0.030566, 0.439151, 0.001853, 0.080826
25, 1.741482, 0.029725, 0.435348, 0.001864, 0.375914
26, 1.698632, 0.028783, 0.452528, 0.002049, 0.341662
27, 1.828412, 0.034023, 0.476258, 0.002261, 0.494484
28, 1.752036, 0.030295, 0.419648, 0.001741, 0.151581
29, 1.806844, 0.033093, 0.440026, 0.001921, 0.219528
30, 1.662298, 0.026166, 0.445637, 0.001943, 0.207027
31, 1.755977, 0.030513, 0.448631, 0.002011, 0.377670
32, 1.867229, 0.035239, 0.475098, 0.002246, 0.270331
33, 1.871931, 0.035753, 0.464905, 0.002070, 0.124874
34, 1.832678, 0.031611, 0.481690, 0.002570, 0.052489
35, 1.866691, 0.035067, 0.401109, 0.001569, 0.075642
36, 1.699873, 0.029867, 0.407886, 0.001682, 0.289079
37, 1.669191, 0.028777, 0.436153, 0.001942, 0.422088
38, 1.756465, 0.031416, 0.432128, 0.001846, 0.270634
39, 1.630725, 0.027383, 0.435762, 0.001890, 0.395702
40, 1.689715, 0.028044, 0.456206, 0.002088, 0.453721
41, 1.681790, 0.029394, 0.475178, 0.002165, 0.380499
42, 1.740612, 0.029169, 0.476394, 0.002352, 0.272355
43, 1.853590, 0.034473, 0.473075, 0.002228, 0.251744
44, 1.762726, 0.031780, 0.430909, 0.001867, 0.082924
45, 1.727278, 0.030881, 0.413138, 0.001705, 0.310771
46, 1.691433, 0.028859, 0.397968, 0.001564, 0.306746
47, 1.712039, 0.029179, 0.454465, 0.001995, 0.463335
48, 1.652615, 0.028421, 0.450040, 0.001980, 0.247566
49, 1.785916, 0.031590, 0.500577, 0.002583, 0.559186
50, 1.742712, 0.033352, 0.472428, 0.002089, 0.042117
51, 1.737649, 0.030095, 0.427843, 0.001814, 0.259913
52, 1.758111, 0.031372, 0.400215, 0.001619, 0.356000
53, 1.741556, 0.029055, 0.401032, 0.001652, 0.314274
54, 1.752176, 0.031236, 0.433274, 0.001843, 0.563775
55, 1.806243, 0.033045, 0.397307, 0.001513, 0.386257
56, 1.727005, 0.030236, 0.428463, 0.001823, 0.415032
57, 1.741741, 0.029529, 0.424820, 0.001789, 0.426620
58, 1.680263, 0.027827, 0.420191, 0.001829, 0.434133
59, 1.689123, 0.027863, 0.431639, 0.001802, 0.398475
60, 1.739140, 0.029389, 0.439118, 0.001947, 0.325429
61, 1.789634, 0.032430, 0.446836, 0.001954, 0.286367
62, 1.728629, 0.031104, 0.453387, 0.002014, 0.208605
63, 1.648457, 0.026958, 0.416058, 0.001715, 0.223363
64, 1.683000, 0.027859, 0.443204, 0.001943, 0.580713
65, 1.730040, 0.030439, 0.424872, 0.001742, 0.331730
66, 1.695793, 0.029265, 0.420949, 0.001746, 0.386302
67, 1.772337, 0.030443, 0.394166, 0.001484, 0.400155
68, 1.675548, 0.028070, 0.389861, 0.001518, 0.430632
69, 1.675553, 0.027999, 0.418449, 0.001773, 0.449903
