1, -0.728471, -0.974264, 0.166463, 9.47929
2, -0.727494, -0.971236, 0.167067, 9.49943
3, -0.724622, -0.969559, 0.166974, 9.50377
4, -0.725269, -0.971532, 0.167599, 9.5162
5, -0.725811, -0.972921, 0.167859, 9.50757
6, -0.724998, -0.974196, 0.167671, 9.52044
7, -0.724781, -0.973791, 0.167365, 9.49281
8, -0.723417, -0.97467, 0.16728, 9.48164
9, -0.724926, -0.972902, 0.167146, 9.47558
10, -0.723043, -0.97425, 0.166858, 9.46619
11, -0.722916, -0.972678, 0.166251, 9.42609
12, -0.721056, -0.971809, 0.166298, 9.38194
13, -0.719775, -0.970853, 0.166096, 9.37247
14, -0.721252, -0.97069, 0.165824, 9.35952
15, -0.722602, -0.976311, 0.165925, 9.39253
16, -0.726197, -0.980862, 0.167059, 9.42067
17, -0.727233, -0.982467, 0.167245, 9.43814
18, -0.725048, -0.978918, 0.166981, 9.4637
19, -0.724983, -0.975859, 0.167239, 9.44027
20, -0.72176, -0.971943, 0.166299, 9.44938
21, -0.72085, -0.964882, 0.166215, 9.45429
22, -0.720629, -0.960012, 0.165542, 9.44479
23, -0.720937, -0.95973, 0.165418, 9.45955
24, -0.719889, -0.958824, 0.16551, 9.46512
25, -0.719181, -0.956897, 0.165634, 9.46489
26, -0.717648, -0.957217, 0.165384, 9.46558
27, -0.718425, -0.955752, 0.165538, 9.48075
28, -0.717579, -0.957159, 0.165502, 9.48809
29, -0.716604, -0.956376, 0.165446, 9.4885
30, -0.715861, -0.9558, 0.165784, 9.47134
31, -0.717159, -0.954817, 0.166096, 9.48048
32, -0.717005, -0.956051, 0.166243, 9.48301
33, -0.716486, -0.957285, 0.165904, 9.47546
34, -0.716107, -0.957862, 0.165968, 9.47589
35, -0.716862, -0.961573, 0.166607, 9.46236
36, -0.717382, -0.963284, 0.166826, 9.47498
37, -0.716388, -0.963801, 0.167049, 9.44952
38, -0.716722, -0.961972, 0.167063, 9.44046
39, -0.716924, -0.965752, 0.167281, 9.4563
40, -0.717134, -0.964167, 0.167097, 9.45434
41, -0.718572, -0.964808, 0.167208, 9.42591
42, -0.718295, -0.962513, 0.167153, 9.4245
43, -0.719474, -0.96463, 0.167531, 9.40786
44, -0.719786, -0.964436, 0.167049, 9.40263
45, -0.719156, -0.963922, 0.167412, 9.37804
46, -0.717486, -0.963479, 0.166901, 9.38566
47, -0.716947, -0.96465, 0.167047, 9.37364
48, -0.718669, -0.966007, 0.167259, 9.35399
49, -0.720018, -0.963341, 0.167189, 9.35762
50, -0.71904, -0.964141, 0.167539, 9.35058
51, -0.718894, -0.963407, 0.167828, 9.34937
52, -0.718213, -0.966222, 0.167855, 9.35069
