1, -0.584295, -0.68637, 0.246517, 8.67894
2, -0.584673, -0.685209, 0.246398, 8.68601
3, -0.583584, -0.68632, 0.245687, 8.65607
4, -0.584767, -0.686, 0.246182, 8.6716
5, -0.585254, -0.68565, 0.246848, 8.64881
6, -0.586735, -0.686338, 0.247591, 8.67316
7, -0.585871, -0.686899, 0.247512, 8.67569
8, -0.584116, -0.686298, 0.247504, 8.64928
9, -0.582994, -0.686854, 0.247833, 8.65129
10, -0.58445, -0.688241, 0.247034, 8.6607
11, -0.584026, -0.688161, 0.247138, 8.66255
12, -0.584008, -0.686715, 0.247112, 8.62345
13, -0.58388, -0.687158, 0.246804, 8.6162
14, -0.583322, -0.687051, 0.247263, 8.62997
15, -0.586018, -0.688275, 0.249091, 8.68252
16, -0.589137, -0.693508, 0.251188, 8.75988
17, -0.589234, -0.694582, 0.252396, 8.77799
18, -0.587942, -0.69371, 0.253373, 8.76717
19, -0.587089, -0.694409, 0.252971, 8.76668
20, -0.58742, -0.693191, 0.251811, 8.75817
21, -0.586353, -0.693438, 0.25175, 8.76453
22, -0.588587, -0.694344, 0.251488, 8.75294
23, -0.587805, -0.692886, 0.251563, 8.74032
24, -0.586779, -0.692038, 0.251442, 8.7412
25, -0.58816, -0.692075, 0.251699, 8.73371
26, -0.590784, -0.692118, 0.251585, 8.73221
27, -0.59152, -0.692469, 0.252037, 8.7199
28, -0.590861, -0.692662, 0.252684, 8.7205
29, -0.591362, -0.691087, 0.25269, 8.71002
30, -0.590412, -0.690604, 0.253228, 8.7014
31, -0.590949, -0.691569, 0.25368, 8.70434
32, -0.591312, -0.691375, 0.253756, 8.69289
33, -0.590554, -0.690744, 0.254803, 8.68541
34, -0.591208, -0.690777, 0.255633, 8.6685
35, -0.59059, -0.690804, 0.255706, 8.63127
36, -0.591257, -0.689451, 0.256172, 8.63016
37, -0.590907, -0.689632, 0.256358, 8.59451
38, -0.590707, -0.692532, 0.256899, 8.62063
39, -0.58932, -0.69322, 0.257777, 8.60761
40, -0.589388, -0.692895, 0.258368, 8.62248
41, -0.589442, -0.691777, 0.258503, 8.62149
42, -0.589121, -0.692493, 0.259079, 8.62226
43, -0.5888, -0.693021, 0.259856, 8.62034
44, -0.588646, -0.692245, 0.260379, 8.61322
45, -0.58855, -0.690808, 0.259907, 8.59776
46, -0.589609, -0.689966, 0.260602, 8.60359
47, -0.589737, -0.692063, 0.260775, 8.61391
48, -0.591102, -0.692243, 0.260904, 8.58873
49, -0.592478, -0.691578, 0.262008, 8.5699
50, -0.592618, -0.692869, 0.260625, 8.57613
51, -0.592703, -0.692937, 0.257506, 8.58545
52, -0.600338, -0.684965, 0.249526, 8.54296
