1, -0.268837, -0.613007, 0.267458, 13.3879
2, -0.269241, -0.612723, 0.267321, 13.3499
3, -0.269143, -0.611583, 0.267051, 13.3092
4, -0.269648, -0.61368, 0.267479, 13.3677
5, -0.270373, -0.612918, 0.267653, 13.3522
6, -0.270373, -0.613562, 0.267599, 13.3787
7, -0.269681, -0.613924, 0.267503, 13.3544
8, -0.270101, -0.613312, 0.267437, 13.3396
9, -0.269364, -0.614431, 0.267361, 13.3306
10, -0.269299, -0.612541, 0.267858, 13.3431
11, -0.268949, -0.611449, 0.26729, 13.3341
12, -0.268777, -0.609164, 0.2664, 13.335
13, -0.26922, -0.609977, 0.265527, 13.3181
14, -0.269239, -0.609219, 0.265869, 13.3271
15, -0.269301, -0.609476, 0.266209, 13.346
16, -0.270036, -0.612318, 0.268253, 13.377
17, -0.2705, -0.612172, 0.268926, 13.373
18, -0.270438, -0.613466, 0.269571, 13.3827
19, -0.269744, -0.6117, 0.270153, 13.3853
20, -0.269837, -0.610654, 0.270063, 13.388
21, -0.269597, -0.611275, 0.270236, 13.3501
22, -0.269198, -0.610996, 0.270154, 13.3711
23, -0.268467, -0.60898, 0.26995, 13.3563
24, -0.268735, -0.607956, 0.270376, 13.351
25, -0.26924, -0.606197, 0.271307, 13.3709
26, -0.268652, -0.604375, 0.271695, 13.399
27, -0.269289, -0.603362, 0.272162, 13.3887
28, -0.269004, -0.601825, 0.272001, 13.3793
29, -0.268882, -0.600684, 0.272349, 13.3416
30, -0.269142, -0.600801, 0.27309, 13.3542
31, -0.269711, -0.600468, 0.273846, 13.3661
32, -0.269389, -0.60054, 0.274244, 13.3467
33, -0.26984, -0.60115, 0.274327, 13.4007
34, -0.269631, -0.601635, 0.27529, 13.4022
35, -0.270189, -0.600752, 0.2766, 13.3951
36, -0.270259, -0.600086, 0.276997, 13.4
37, -0.270093, -0.600642, 0.277919, 13.3865
38, -0.270062, -0.601978, 0.27829, 13.3677
39, -0.270263, -0.602889, 0.279259, 13.3242
40, -0.270297, -0.604177, 0.279213, 13.3082
41, -0.269968, -0.602139, 0.279474, 13.2932
42, -0.270406, -0.603608, 0.281049, 13.3005
43, -0.270385, -0.604102, 0.281674, 13.2794
44, -0.269844, -0.604279, 0.281797, 13.2604
45, -0.269582, -0.60293, 0.283148, 13.2426
46, -0.269668, -0.602285, 0.284953, 13.2488
47, -0.26968, -0.601207, 0.285921, 13.2563
48, -0.269766, -0.600329, 0.285659, 13.2126
49, -0.269459, -0.60016, 0.287628, 13.2143
50, -0.269199, -0.601018, 0.287209, 13.2033
51, -0.269664, -0.602517, 0.28305, 13.2398
52, -0.270899, -0.60621, 0.276784, 13.0763
