1, 162, 185.017, 1
2, 198, 212.145, 1
3, 207, 244.363, 0.952828
4, 176, 282.822, 0.964389
5, 333, 330.056, 0.971408
6, 313, 388.651, 0.976116
7, 393, 462.517, 0.979493
8, 405, 556.609, 0.982033
9, 488, 679.352, 0.984013
10, 583, 841.58, 0.985601
11, 722, 1059.78, 0.986901
12, 855, 1360.69, 0.987986
13, 1100, 1776.95, 0.988905
14, 1417, 2363.8, 0.989693
15, 2449, 3202.68, 0.990377
16, 3984, 4407.89, 0.99097
17, 6316, 6131.18, 0.991498
18, 6833, 8503.03, 0.991969
19, 7574, 11558.9, 0.99239
20, 8830, 15147.4, 0.992731
21, 9626, 18807.6, 0.990255
22, 11687, 21909.7, 0.987797
23, 14830, 23879.3, 0.974908
24, 15226, 24435.7, 0.954659
25, 14672, 23703, 0.910474
26, 9921, 22029.7, 0.874113
27, 9064, 19815.2, 0.845487
28, 8275, 17391.2, 0.833441
29, 8734, 14981.6, 0.823022
30, 7491, 12728.5, 0.805065
31, 5380, 10696.6, 0.782458
32, 3886, 8915.91, 0.754809
33, 2749, 7378.45, 0.716289
34, 1720, 6074.44, 0.676563
35, 1231, 4977.23, 0.645713
36, 1134, 4061.68, 0.618955
37, 947, 3303.68, 0.594895
38, 753, 2679.69, 0.574905
39, 664, 2168.49, 0.555594
40, 506, 1751.05, 0.537373
41, 404, 1411.88, 0.520623
42, 321, 1137.23, 0.504963
43, 254, 915.169, 0.490238
44, 203, 734.906, 0.482692
45, 213, 589.599, 0.475417
46, 170, 472.639, 0.476382
47, 184, 378.516, 0.481453
48, 183, 302.887, 0.48884
49, 201, 242.032, 0.496011
50, 141, 193.294, 0.503015
51, 178, 154.352, 0.509835
52, 240, 123.458, 0.504801
