0, 1.301, 0.462318
1, 1.3033, 0.462309
2, 1.30739, 0.4623
3, 1.30843, 0.462304
4, 1.30801, 0.462207
5, 1.30804, 0.462025
6, 1.30808, 0.46234
7, 1.30809, 0.462317
8, 1.308, 0.462386
9, 1.30831, 0.462428
10, 1.30918, 0.462448
11, 1.30881, 0.46245
12, 1.30892, 0.462429
13, 1.31093, 0.462648
14, 1.31103, 0.462574
15, 1.31129, 0.462153
16, 1.31136, 0.461886
17, 1.31177, 0.462813
18, 1.31198, 0.462232
19, 1.31248, 0.461652
20, 1.32087, 0.461858
21, 1.3223, 0.461854
22, 1.32958, 0.461886
23, 1.33025, 0.461706
24, 1.33098, 0.461791
25, 1.33251, 0.461729
26, 1.33251, 0.461173
27, 1.33284, 0.461679
28, 1.33211, 0.461495
29, 1.33224, 0.461035
30, 1.33213, 0.461122
31, 1.33662, 0.461153
32, 1.33298, 0.46115
33, 1.33222, 0.460849
34, 1.33164, 0.460664
35, 1.3318, 0.460922
36, 1.33228, 0.461948
37, 1.33232, 0.462348
38, 1.33161, 0.462106
39, 1.33293, 0.462296
40, 1.34905, 0.46253
41, 1.34326, 0.4625
42, 1.33572, 0.462487
43, 1.33492, 0.4625
44, 1.32908, 0.462216
45, 1.32919, 0.462165
46, 1.32905, 0.461918
47, 1.32893, 0.461383
48, 1.32944, 0.461017
49, 1.32963, 0.460759
50, 1.33029, 0.460692
51, 1.32519, 0.460694
52, 1.3298, 0.460703
53, 1.32857, 0.460672
54, 1.32972, 0.4606
55, 1.332, 0.460911
56, 1.3318, 0.459762
57, 1.33191, 0.460016
58, 1.33114, 0.45946
59, 1.33272, 0.459351
60, 1.33458, 0.459396
61, 1.33084, 0.459383
62, 1.32348, 0.459388
63, 1.32227, 0.459516
64, 1.32047, 0.459489
65, 1.31886, 0.459325
66, 1.31908, 0.458859
67, 1.31905, 0.459103
68, 1.31846, 0.458829
69, 1.3152, 0.459126
70, 1.31037, 0.459172
71, 1.30169, 0.459188
72, 1.29602, 0.459215
73, 1.29309, 0.459241
74, 1.2945, 0.458789
75, 1.29388, 0.459305
76, 1.29389, 0.459329
77, 1.29391, 0.45943
78, 1.29436, 0.459436
79, 1.29227, 0.459796
80, 1.29522, 0.459755
81, 1.29787, 0.459744
82, 1.29793, 0.459743
83, 1.29605, 0.459866
84, 1.29557, 0.45986
85, 1.29571, 0.460101
86, 1.29573, 0.459916
87, 1.29569, 0.460208
88, 1.29553, 0.459982
89, 1.29721, 0.45987
90, 1.29605, 0.459854
91, 1.29509, 0.459866
92, 1.29538, 0.459857
93, 1.29873, 0.459822
94, 1.29875, 0.459863
95, 1.29865, 0.460208
96, 1.29867, 0.46033
97, 1.29873, 0.46035
98, 1.29887, 0.46005
