0, 0, 0.0159387
1, 0, 0.027009
2, 0, 0.0460113
3, 0, 0.0774041
4, 0, 0.139831
5, 0, 0.231518
6, 0, 0.392177
7, 0, 0.606145
8, 0, 1.01625
9, 0, 1.31085
10, 0, 1.94856
11, 0, 2.44888
12, 0, 2.77504
13, 0, 3.35181
14, 0, 4.16738
15, 0, 4.61152
16, 0, 5.1265
17, 0, 5.23054
18, 0, 5.7605
19, 0, 6.48954
20, 0, 6.86849
21, 1, 7.24999
22, 0, 7.71007
23, 1, 8.00226
24, 0, 8.45818
25, 2, 8.84347
26, 0, 9.33415
27, 1, 9.17917
28, 1, 9.64566
29, 1, 9.92463
30, 1, 10.4376
31, 3, 10.7766
32, 0, 10.9374
33, 0, 11.2221
34, 3, 11.3996
35, 1, 11.7126
36, 0, 11.9376
37, 4, 12.2811
38, 1, 12.3203
39, 4, 12.8335
40, 3, 12.9006
41, 3, 13.0723
42, 3, 13.5022
43, 4, 13.6909
44, 15, 16.5618
45, 7, 16.7647
46, 10, 17.1485
47, 5, 17.2927
48, 8, 17.5515
49, 12, 18.1791
50, 21, 23.2107
51, 15, 23.314
52, 17, 24.0737
53, 19, 25.0248
54, 27, 30.0687
55, 28, 32.6183
56, 29, 34.5804
57, 19, 34.0557
58, 30, 35.7488
59, 31, 37.1062
60, 27, 37.092
61, 28, 37.0078
62, 33, 38.4157
63, 41, 44.7565
64, 30, 43.9957
65, 28, 43.411
66, 18, 41.7402
67, 21, 40.3673
68, 30, 39.8295
69, 35, 40.6573
70, 28, 39.9121
71, 32, 39.6543
72, 26, 38.3499
73, 14, 37.0236
74, 16, 35.4988
75, 16, 33.9133
76, 16, 32.4129
77, 8, 30.7106
78, 10, 28.6999
79, 14, 27.2969
80, 10, 25.6025
81, 11, 24.0745
82, 8, 22.5419
83, 3, 20.8559
84, 10, 19.5115
85, 7, 18.288
86, 4, 16.7669
87, 2, 15.4504
88, 9, 14.5845
89, 1, 13.4076
90, 3, 12.2918
91, 2, 11.2568
92, 3, 10.3803
93, 4, 9.68311
94, 2, 8.9099
95, 4, 8.32842
96, 3, 7.88824
97, 2, 7.35738
98, 3, 6.92298
