0, 1.092451, 0.000000, 0.783820, 0.000000, 0.000000
1, 1.085037, 0.000000, 0.796285, 0.000000, 0.000000
2, 1.076899, 0.000020, 0.746732, 0.000023, 0.000000
3, 1.024889, 0.000000, 0.720947, 0.000000, 0.000000
4, 1.034035, 0.000000, 0.733764, 0.000000, 0.000000
5, 1.070622, 0.000000, 0.756529, 0.000000, 0.000000
6, 1.054873, 0.000000, 0.759188, 0.000000, 0.000000
7, 1.020354, 0.000000, 0.721302, 0.000000, 0.000000
8, 1.002730, 0.000000, 0.734527, 0.000000, 0.000000
9, 1.020037, 0.000000, 0.699551, 0.000000, 0.002969
10, 0.970658, 0.000000, 0.718594, 0.000000, 0.000000
11, 0.995014, 0.002649, 0.699516, 0.006687, 0.027485
12, 0.978134, 0.000000, 0.725678, 0.000000, 0.000000
13, 0.972185, 0.001278, 0.688097, 0.000546, 0.061475
14, 0.948557, 0.000000, 0.688489, 0.000000, 0.000000
15, 0.942055, 0.002456, 0.679701, 0.000108, 0.019416
16, 0.961204, 0.000000, 0.678050, 0.000000, 0.000552
17, 0.927871, 0.000000, 0.645868, 0.000000, 0.000002
18, 0.937935, 0.000000, 0.676640, 0.000000, 0.000000
19, 0.963232, 0.004826, 0.677081, 0.002957, 0.001621
20, 0.943587, 0.000000, 0.677679, 0.000000, 0.000000
21, 0.945601, 0.000000, 0.668288, 0.000000, 0.000155
22, 0.940313, 0.000000, 0.651633, 0.000000, 0.000004
23, 0.920791, 0.000000, 0.654050, 0.000000, 0.000000
24, 0.918727, 0.000000, 0.636503, 0.000000, 0.008456
25, 0.903351, 0.000000, 0.619064, 0.000000, 0.000000
26, 0.904698, 0.000000, 0.604092, 0.000000, 0.000000
27, 0.918304, 0.000000, 0.617699, 0.000000, 0.000000
28, 0.890980, 0.000000, 0.617309, 0.000000, 0.000000
29, 0.899880, 0.000000, 0.622373, 0.000000, 0.000000
30, 0.908945, 0.000000, 0.624703, 0.000000, 0.000025
31, 0.880005, 0.000000, 0.601222, 0.000000, 0.000000
32, 0.867824, 0.000000, 0.606569, 0.000000, 0.000004
33, 0.856058, 0.001360, 0.582742, 0.000267, 0.000639
34, 0.828547, 0.000000, 0.577719, 0.000000, 0.000001
35, 0.827079, 0.000027, 0.579272, 0.000001, 0.006744
36, 0.837760, 0.005108, 0.573784, 0.000420, 0.011864
37, 0.830091, 0.000003, 0.566578, 0.000016, 0.000518
38, 0.841970, 0.000000, 0.565282, 0.000000, 0.000076
39, 0.822677, 0.000000, 0.545130, 0.000000, 0.000391
40, 0.814456, 0.000000, 0.543696, 0.000000, 0.000182
41, 0.811530, 0.000230, 0.548629, 0.000010, 0.000791
42, 0.809975, 0.000003, 0.539617, 0.000000, 0.000731
43, 0.794931, 0.000000, 0.540564, 0.000000, 0.000002
44, 0.785501, 0.000046, 0.528392, 0.000020, 0.016735
45, 0.802390, 0.005864, 0.533327, 0.004773, 0.002164
46, 0.778098, 0.000000, 0.525675, 0.000000, 0.000007
47, 0.760567, 0.000027, 0.510347, 0.000008, 0.020314
48, 0.759134, 0.000117, 0.496328, 0.000017, 0.079211
49, 0.764414, 0.000002, 0.494375, 0.000002, 0.003767
50, 0.780732, 0.000000, 0.497204, 0.000000, 0.001251
51, 0.783685, 0.000000, 0.504061, 0.000000, 0.000000
52, 0.774666, 0.000004, 0.510940, 0.000088, 0.000137
53, 0.772245, 0.000002, 0.513013, 0.000195, 0.001635
