32, 1.674956, 0.029153, 0.397267, 0.001600, 0.706191
33, 1.688558, 0.028314, 0.398334, 0.001493, 0.639411
34, 1.663995, 0.026363, 0.393932, 0.001597, 0.643980
35, 1.667328, 0.028219, 0.399622, 0.001614, 0.638874
36, 1.650309, 0.027376, 0.396774, 0.001577, 0.633809
37, 1.671065, 0.029288, 0.404966, 0.001672, 0.678623
38, 1.672386, 0.027537, 0.402428, 0.001629, 0.691965
39, 1.662118, 0.027681, 0.398859, 0.001615, 0.656393
40, 1.676440, 0.027747, 0.401181, 0.001592, 0.676243
41, 1.661562, 0.027298, 0.398799, 0.001601, 0.660390
42, 1.664225, 0.026868, 0.403790, 0.001662, 0.595031
43, 1.680651, 0.027319, 0.401320, 0.001566, 0.634181
44, 1.661186, 0.028178, 0.404781, 0.001642, 0.738394
45, 1.664247, 0.027670, 0.408706, 0.001673, 0.776940
46, 1.664569, 0.027507, 0.410192, 0.001625, 0.748071
47, 1.665072, 0.027304, 0.408578, 0.001624, 0.731268
48, 1.645765, 0.027517, 0.405898, 0.001624, 0.716165
49, 1.646821, 0.026067, 0.407300, 0.001745, 0.843787
50, 1.658592, 0.026635, 0.409028, 0.001632, 0.739291
51, 1.656562, 0.027871, 0.405548, 0.001630, 0.795669
52, 1.665874, 0.028957, 0.397509, 0.001582, 0.710629
53, 1.659025, 0.026981, 0.399462, 0.001605, 0.663050
54, 1.668044, 0.027854, 0.399225, 0.001626, 0.719918
55, 1.668853, 0.027706, 0.393117, 0.001469, 0.700673
56, 1.659144, 0.028706, 0.395591, 0.001567, 0.735693
57, 1.653444, 0.026661, 0.390089, 0.001493, 0.806381
58, 1.654047, 0.026476, 0.390402, 0.001588, 0.643158
59, 1.644373, 0.025423, 0.392753, 0.001449, 0.690569
60, 1.643226, 0.027067, 0.394781, 0.001584, 0.556475
61, 1.654278, 0.027342, 0.395946, 0.001539, 0.609549
62, 1.640576, 0.027770, 0.394941, 0.001549, 0.678536
63, 1.641767, 0.026319, 0.399000, 0.001559, 0.726047
64, 1.630314, 0.025648, 0.398089, 0.001590, 0.642899
65, 1.646451, 0.027579, 0.398453, 0.001527, 0.601379
66, 1.637460, 0.027361, 0.399060, 0.001513, 0.710794
67, 1.642737, 0.026754, 0.397604, 0.001506, 0.705857
68, 1.644553, 0.027267, 0.396230, 0.001574, 0.663598
69, 1.635826, 0.026927, 0.395537, 0.001604, 0.620786
70, 1.653144, 0.027032, 0.398178, 0.001595, 0.784389
71, 1.649684, 0.027575, 0.398798, 0.001615, 0.711655
72, 1.640054, 0.025743, 0.405351, 0.001721, 0.801028
73, 1.641954, 0.026553, 0.403229, 0.001605, 0.694021
74, 1.642163, 0.027191, 0.405612, 0.001604, 0.704032
75, 1.657141, 0.027139, 0.407300, 0.001643, 0.742434
76, 1.644426, 0.025171, 0.401976, 0.001629, 0.761024
77, 1.638617, 0.025093, 0.404438, 0.001559, 0.770375
78, 1.621946, 0.025911, 0.402444, 0.001618, 0.758770
79, 1.639382, 0.026371, 0.404607, 0.001522, 0.713829
80, 1.622229, 0.025401, 0.403533, 0.001641, 0.739909
81, 1.622093, 0.024901, 0.407857, 0.001717, 0.687590
82, 1.636910, 0.025594, 0.407219, 0.001606, 0.719030
83, 1.634173, 0.025943, 0.404121, 0.001653, 0.781199
84, 1.631549, 0.027199, 0.403477, 0.001554, 0.746294
85, 1.635950, 0.026643, 0.403217, 0.001661, 0.752257
86, 1.634939, 0.025970, 0.404498, 0.001588, 0.777647
87, 1.627368, 0.026971, 0.404915, 0.001547, 0.819537
88, 1.635816, 0.025078, 0.404143, 0.001614, 0.734292
89, 1.640657, 0.025759, 0.404909, 0.001689, 0.766518
90, 1.636122, 0.026097, 0.406234, 0.001617, 0.806296
91, 1.638208, 0.026770, 0.405230, 0.001628, 0.815340
92, 1.649534, 0.026816, 0.401692, 0.001590, 0.886223
93, 1.638767, 0.026178, 0.401191, 0.001641, 0.807357
94, 1.646736, 0.028081, 0.398983, 0.001597, 0.867956
95, 1.625226, 0.025856, 0.396053, 0.001615, 0.750423
96, 1.623318, 0.025727, 0.397508, 0.001562, 0.819333
97, 1.629157, 0.025262, 0.396389, 0.001560, 0.736620
98, 1.615906, 0.024812, 0.397520, 0.001523, 0.708056
99, 1.627875, 0.026071, 0.397918, 0.001617, 0.748093
