0, 0, 0.0118556, 0.994962
1, 0, 0.0140509, 0.994962
2, 0, 0.0166799, 0.994918
3, 0, 0.019791, 0.994706
4, 0, 0.0235269, 0.994496
5, 0, 0.0278812, 0.994336
6, 0, 0.0330613, 0.994188
7, 0, 0.0392537, 0.993923
8, 0, 0.0465464, 0.993529
9, 0, 0.0552615, 0.993086
10, 0, 0.0655439, 0.992612
11, 0, 0.0776964, 0.992125
12, 0, 0.0920762, 0.991505
13, 0, 0.109106, 0.990842
14, 0, 0.129422, 0.990136
15, 0, 0.153607, 0.989314
16, 0, 0.182169, 0.988424
17, 0, 0.21595, 0.986131
18, 1, 0.255939, 0.985098
19, 0, 0.303375, 0.983989
20, 0, 0.359602, 0.984745
21, 1, 0.42643, 0.983314
22, 0, 0.505121, 0.984033
23, 1, 0.598785, 0.982442
24, 0, 0.708544, 0.980574
25, 0, 0.837762, 0.981314
26, 1, 0.992583, 0.979073
27, 0, 1.17374, 0.979813
28, 2, 1.38812, 0.976125
29, 0, 1.64023, 0.97257
30, 0, 1.94115, 0.973443
31, 1, 2.29019, 0.974262
32, 2, 2.69531, 0.969132
33, 0, 3.17004, 0.970027
34, 1, 3.73076, 0.97087
35, 1, 4.37972, 0.971668
36, 2, 5.11611, 0.972423
37, 6, 5.96599, 0.973139
38, 3, 6.93483, 0.973819
39, 2, 8.0341, 0.974465
40, 4, 9.27743, 0.97508
41, 9, 10.6645, 0.975666
42, 4, 12.192, 0.976224
43, 3, 13.8555, 0.976758
44, 5, 15.6285, 0.951153
45, 0, 17.522, 0.952189
46, 7, 19.4879, 0.953183
47, 7, 21.5118, 0.954135
48, 7, 23.5637, 0.95505
49, 12, 25.5691, 0.955929
50, 12, 27.4062, 0.956774
51, 14, 29.1607, 0.957587
52, 14, 30.6864, 0.958371
53, 20, 31.9429, 0.959125
54, 20, 32.9519, 0.959854
55, 23, 33.6911, 0.960556
56, 30, 34.0225, 0.961235
57, 23, 34.0489, 0.96189
58, 30, 33.7292, 0.962524
59, 28, 33.1483, 0.963137
60, 32, 32.2793, 0.96373
61, 32, 31.1402, 0.964304
62, 30, 29.7762, 0.964861
63, 28, 28.2646, 0.9654
64, 31, 26.6501, 0.965923
65, 29, 24.9698, 0.966431
66, 27, 23.2642, 0.966924
67, 36, 21.5332, 0.967402
68, 30, 19.8634, 0.967867
69, 27, 18.2095, 0.968318
70, 22, 16.6201, 0.968758
71, 20, 15.1131, 0.969185
72, 16, 13.6888, 0.9696
73, 16, 12.3594, 0.970005
74, 16, 11.1294, 0.970399
75, 22, 9.99368, 0.970783
76, 15, 8.95239, 0.971156
77, 15, 8.00419, 0.971521
78, 15, 7.14865, 0.971876
79, 15, 6.36278, 0.972223
80, 7, 5.66515, 0.972561
81, 14, 5.03623, 0.972891
82, 12, 4.46968, 0.973213
83, 9, 3.96632, 0.973528
84, 4, 3.51738, 0.973835
85, 5, 3.11457, 0.974136
86, 7, 2.75717, 0.974429
87, 5, 2.43903, 0.974716
88, 1, 2.15758, 0.974996
89, 3, 1.90725, 0.975271
90, 5, 1.68531, 0.975539
91, 2, 1.48795, 0.975513
92, 0, 1.31415, 0.975773
93, 3, 1.1601, 0.976027
94, 5, 1.02405, 0.976277
95, 2, 0.903115, 0.976521
96, 1, 0.797396, 0.97676
97, 1, 0.704688, 0.976995
98, 3, 0.622152, 0.977224
