0, 0.629357, 0.471357
1, 0.629461, 0.47135
2, 0.629493, 0.471442
3, 0.629588, 0.471411
4, 0.629568, 0.471428
5, 0.629648, 0.471366
6, 0.629707, 0.471347
7, 0.629791, 0.471331
8, 0.62988, 0.471415
9, 0.629952, 0.471428
10, 0.629972, 0.471496
11, 0.62999, 0.471496
12, 0.629995, 0.471519
13, 0.630086, 0.471528
14, 0.630129, 0.471533
15, 0.630096, 0.471485
16, 0.630091, 0.471452
17, 0.630437, 0.471287
18, 0.630437, 0.471279
19, 0.630476, 0.471285
20, 0.630738, 0.471186
21, 0.630788, 0.471188
22, 0.630949, 0.471112
23, 0.630986, 0.471132
24, 0.631004, 0.471122
25, 0.631138, 0.47107
26, 0.631123, 0.471073
27, 0.631381, 0.470995
28, 0.631347, 0.471019
29, 0.631317, 0.471058
30, 0.631256, 0.471116
31, 0.631324, 0.471078
32, 0.631264, 0.471145
33, 0.631233, 0.471205
34, 0.631178, 0.471274
35, 0.631136, 0.47128
36, 0.631435, 0.47111
37, 0.631354, 0.471137
38, 0.631235, 0.4712
39, 0.631227, 0.471244
40, 0.631404, 0.471181
41, 0.631255, 0.471336
42, 0.631103, 0.471474
43, 0.631003, 0.471596
44, 0.630764, 0.471823
45, 0.630671, 0.471901
46, 0.630499, 0.472013
47, 0.630274, 0.472098
48, 0.630235, 0.472107
49, 0.63012, 0.472266
50, 0.630036, 0.472361
51, 0.629833, 0.472489
52, 0.629807, 0.472531
53, 0.629704, 0.472625
54, 0.629647, 0.472708
55, 0.629768, 0.472603
56, 0.62955, 0.472804
57, 0.629611, 0.472786
58, 0.629503, 0.472872
59, 0.62956, 0.47286
60, 0.629595, 0.472838
61, 0.629562, 0.4729
62, 0.629481, 0.47299
63, 0.629556, 0.472962
64, 0.62956, 0.472968
65, 0.629545, 0.472999
66, 0.6298, 0.472756
67, 0.629906, 0.472696
68, 0.629946, 0.472701
69, 0.629915, 0.472752
70, 0.629817, 0.472794
71, 0.629746, 0.47287
72, 0.62976, 0.472893
73, 0.629786, 0.472889
74, 0.630024, 0.472667
75, 0.63002, 0.47268
76, 0.630092, 0.472667
77, 0.630206, 0.472595
78, 0.630294, 0.472516
79, 0.630226, 0.472599
80, 0.630421, 0.47243
81, 0.630502, 0.472326
82, 0.63051, 0.472297
83, 0.630473, 0.47237
84, 0.630492, 0.472381
85, 0.630563, 0.472266
86, 0.63059, 0.472252
87, 0.630536, 0.472321
88, 0.630543, 0.472279
89, 0.630644, 0.472175
90, 0.63067, 0.472199
91, 0.630674, 0.472237
92, 0.630704, 0.472194
93, 0.630821, 0.472059
94, 0.630812, 0.472064
95, 0.630801, 0.472088
96, 0.630834, 0.472101
97, 0.630923, 0.472011
98, 0.630967, 0.47197
